CHR	Location	Associated Gene (ORF)	Associated Gene (Name)	Alignability	Pho4 Occupancy ChIP No Pi	Pho4 Occupancy Input No Pi 	Pho4 Occupancy ChIP High Pi	Pho4 Occupancy Input High Pi	Pho4 Occupancy ChIP in pho80Δ	Pho4 Occupancy ChIP in pho80Δ cbf1Δ	Pho4 Occupancy ChIP in No Pi Pho2Δ	Pho2 Occupancy ChIP No Pi	Pho2 Occupancy Input No Pi 	Pho2 Occupancy ChIP High Pi	Pho2 Occupancy Input High Pi	Cbf1 Occupancy ChIP No Pi	Cbf1 Occupancy Input No Pi	Cbf1 Occupancy ChIP High Pi	Cbf1 Occupancy Input High Pi	Mock IP Occupancy ChIP No Pi	Mock IP Occupancy ChIP High Pi	Nucleosome High Pi	Nucleosome No Pi	Nucleosome cbf1Δ high Pi	PHO4 Enrichment No Pi	PHO4 Enrichment High Pi	Pho2 Enrichment No Pi	Pho2 Enrichment High Pi	Cbf1 Enrichment No Pi	Cbf1 Enrichment High Pi	Pho4 Recruitment (No Pi/ High Pi)	Pho2 Recruitment (No Pi/ High Pi)	Pho4 binding No Pi	Cbf1 binding No Pi	Pho4 binding High Pi	Cbf1 binding High Pi
chr16	227880	YPL171C YPL170W 	OYE3 YPL170W 	1	38	174	10	80	41	154	8	84	96	28	72	2486	92	9224	66	12	23	132	195	273	2.1	0.6	2.7	2	122.5	187.9	3.3	1.3	0	1	0	1
chr16	248218	NA	NA	1	32	228	22	88	70	21	19	61	122	20	94	140	73	326	82	9	48	310	496	421	1.4	1.3	1.5	1.1	8.7	5.4	1.1	1.4	0	1	0	1
chr16	249684	NA	NA	1	44	193	36	77	46	22	6	49	124	20	74	28	74	58	58	14	83	292	392	342	2.2	2.4	1.2	1.4	1.7	1.3	0.9	0.8	0	0	0	0
chr16	318460	YPL123C 	RNY1 	1	25	183	18	64	66	18	9	65	104	17	49	66	35	65	51	9	22	704	770	665	1.3	1.4	1.9	1.8	8.5	1.7	0.9	1	0	1	0	0
chr16	345221	YPL110C 	YPL110C 	1	93	195	15	63	103	26	8	137	116	9	49	128	56	186	60	1	19	445	338	433	4.6	1.2	3.6	0.9	10.4	4.2	3.7	3.8	1	0	0	1
chr16	358961	YPL103C 	YPL103C 	1	21	164	7	60	26	10	13	21	109	9	57	44	62	91	45	3	28	645	526	649	1.2	0.6	0.6	0.8	3.2	2.7	2.1	0.7	0	0	0	0
chr16	363410	YPL099C 	YPL099C 	1	7	155	4	39	27	10	5	21	74	5	38	7	19	1	48	1	1	574	464	322	0.5	0.6	0.9	0.7	1.6	0	0.8	1.3	0	0	0	0
chr16	366725	YPL096W 	PNG1 	1	23	226	14	83	24	16	6	68	129	13	86	1059	55	1816	85	10	25	616	749	690	1	0.8	1.6	0.8	87	29	1.2	2.1	0	1	0	1
chr16	369288	YPL095C 	YPL095C 	1	54	208	17	74	42	19	12	73	144	12	90	51	87	99	67	19	35	664	677	810	2.5	1.2	1.5	0.7	2.7	2	2.1	2.2	0	0	0	1
chr16	385974	YPL086C 	ELP3 	1	21	202	26	83	38	15	15	59	126	12	98	40	84	124	82	9	28	667	681	705	1	1.6	1.4	0.6	2.2	2	0.6	2.2	0	0	0	1
chr16	394675	YPL084W 	BRO1 	1	13	185	14	48	29	8	8	22	93	14	54	5	47	16	50	5	9	657	520	698	0.7	1.5	0.7	1.3	0.5	0.4	0.4	0.6	0	0	0	0
chr16	425346	YPL068C YPL067C YPL066W 	YPL068C YPL067C YPL066W 	1	84	154	28	100	100	143	17	136	109	40	84	4018	122	13784	69	15	46	286	216	206	5.2	1.4	3.8	2.5	150.1	270.4	3.6	1.5	0	1	0	1
chr16	425406	YPL068C YPL067C YPL066W 	YPL068C YPL067C YPL066W 	1	63	146	28	87	72	159	8	92	112	34	71	6322	101	25237	79	11	39	340	257	229	4.1	1.6	2.5	2.5	283.2	431.1	2.6	1	0	1	0	1
chr16	453691	YPL056C YPL057C 	YPL056C SUR1 	1	726	141	16	78	630	406	227	258	102	47	72	891	99	2979	67	16	71	122	140	87	49.2	1	7.7	3.4	40.7	59.8	48.3	2.3	1	1	0	1
chr16	456028	YPL054W 	LEE1 	1	22	214	30	84	24	20	12	73	117	24	92	35	88	55	70	9	30	619	570	709	1	1.8	1.9	1.4	1.8	1.1	0.5	1.4	0	0	0	0
chr16	461708	YPL050C 	MNN9 	1	16	223	13	66	42	18	12	45	119	9	65	229	53	236	64	4	21	250	276	265	0.7	1	1.2	0.8	19.6	5	0.7	1.5	0	1	0	1
chr16	481257	YPL037C 	EGD1 	1	37	172	16	54	33	28	12	52	96	28	56	114	50	97	33	11	36	561	520	521	2	1.5	1.6	2.7	10.3	4	1.4	0.6	0	1	0	1
chr16	496820	NA	NA	1	22	180	18	75	33	17	15	56	115	24	72	50	67	148	60	7	30	698	772	927	1.2	1.2	1.5	1.7	3.4	3.3	1	0.9	0	1	0	1
chr16	509175	NA	NA	1	35	184	24	87	40	22	15	41	124	16	82	28	58	43	73	10	25	627	730	562	1.8	1.4	1	1	2.2	0.8	1.3	0.9	0	0	0	0
chr16	517326	YPL019C YPL018W 	VTC3 CTF19 	1	3217	237	27	94	1633	878	307	1214	107	37	97	1328	121	2112	71	12	55	342	207	296	129.6	1.4	34.4	2	49.9	40.3	89.5	17.3	1	1	0	1
chr16	517360	YPL019C YPL018W 	VTC3 CTF19 	1	3122	249	28	95	1673	853	320	1237	101	39	98	1186	118	1807	71	12	53	284	180	212	119.6	1.5	37	2.1	45.8	34.4	79.2	17.6	1	1	0	1
chr16	527992	YPL014W 	YPL014W 	1	57	219	12	81	43	21	18	88	128	25	77	62	97	190	84	16	51	684	603	727	2.5	0.8	2.1	1.7	2.9	3	3.2	1.2	0	0	0	1
chr16	542271	NA	NA	1	17	239	24	101	38	7	4	70	126	17	84	42	83	101	86	15	33	853	972	729	0.7	1.2	1.7	1	2.3	1.6	0.6	1.6	0	0	0	0
chr16	551083	YPL004C 	YPL004C 	1	30	226	21	77	31	10	18	47	118	23	71	26	78	68	59	14	80	244	196	300	1.3	1.4	1.2	1.7	1.5	1.6	0.9	0.7	0	0	0	0
chr16	560822	NA	NA	1	24	134	15	45	20	7	4	34	78	12	51	79	21	22	50	1	13	91	189	73	1.7	1.7	1.3	1.2	16.7	0.6	1	1.1	0	1	0	0
chr16	571602	YPR007C 	SPO69 	1	14	175	6	55	23	5	6	19	90	12	69	19	35	31	56	6	8	551	625	530	0.8	0.6	0.7	0.9	2.4	0.8	1.3	0.7	0	0	0	0
chr16	573202	YPR008W 	HAA1 	1	71	259	23	97	57	24	8	41	123	17	74	63	103	76	73	20	31	646	583	774	2.6	1.2	1	1.2	2.8	1.4	2.2	0.8	0	0	0	0
chr16	582193	NA	NA	1	115	177	56	79	99	37	24	208	82	73	64	260	66	259	49	21	87	94	163	110	6.2	3.6	7.7	5.9	17.8	7.2	1.7	1.3	0	1	0	1
chr16	632716	NA	NA	1	27	246	15	100	52	10	10	52	116	11	81	329	86	749	86	11	46	710	726	705	1.1	0.8	1.4	0.7	17.3	11.7	1.4	2	0	1	0	1
chr16	640201	NA	NA	1	71	222	29	95	48	38	12	62	106	23	74	41	105	124	78	11	39	475	430	448	3.1	1.5	1.8	1.7	1.8	2.2	2	1.1	1	0	0	1
chr16	641370	YPR035W 	GLN1 	1	603	207	39	85	634	393	219	273	85	45	87	1048	100	3508	65	26	69	115	156	51	27.7	2.3	9.7	2.7	47.5	72.8	12	3.6	1	1	0	1
chr16	645122	NA	NA	1	53	181	21	101	81	42	24	89	117	39	102	397	114	1314	114	23	73	489	595	648	2.8	1	2.3	2	15.8	15.6	2.7	1.2	0	1	0	1
chr16	656855	YPR047W YPR046W YPR045C 	MSF1 MCM16 YPR045C 	1	41	242	11	84	31	13	13	54	141	7	89	33	59	67	72	7	9	790	704	748	1.6	0.7	1.2	0.4	2.5	1.3	2.4	2.7	0	0	0	0
chr16	709890	YPR085C YPR086W 	YPR085C SUA7 	1	24	137	12	69	37	13	4	50	104	6	52	36	42	66	56	14	36	991	1060	1153	1.6	0.9	1.5	0.6	3.9	1.6	1.8	2.5	0	0	0	0
chr16	719752	YPR093C 	YPR093C 	1	41	170	31	75	50	28	16	47	97	17	60	40	86	155	92	13	51	359	413	451	2.3	2.1	1.5	1.4	2.1	2.3	1.1	1	0	0	0	1
chr16	731972	YPR102C YPR103W 	RPL11A PRE2 	1	72	207	22	94	52	99	9	257	109	100	87	2958	80	9072	77	19	44	57	77	55	3.3	1.2	7.2	6	167.6	159.9	2.8	1.2	0	1	0	1
chr16	738697	NA	NA	1	22	171	16	47	39	6	14	40	74	11	69	24	33	45	42	3	34	327	245	293	1.2	1.7	1.6	0.9	3.3	1.4	0.7	1.9	0	0	0	0
chr16	793028	YPR129W YPR128C 	SCD6 ANT1 	1	48	245	20	77	35	15	22	30	108	15	89	32	95	115	88	15	62	662	702	790	1.9	1.3	0.8	0.9	1.5	1.8	1.4	1	0	0	0	0
chr16	832760	YPR152C 	YPR152C 	1	14	213	11	79	27	14	6	40	105	6	78	27	63	52	74	6	21	492	374	457	0.6	0.7	1.2	0.4	1.9	0.9	0.9	2.9	0	0	0	0
chr16	840529	YPR157W YPR156C 	YPR157W TPO3 	1	43	178	21	89	65	46	25	48	108	23	69	97	110	312	59	10	35	501	581	511	2.3	1.2	1.3	1.8	4	7.1	1.9	0.8	0	1	0	1
chr16	850549	NA	NA	1	27	190	10	71	36	11	8	70	104	16	71	980	33	894	89	3	12	523	523	613	1.3	0.7	2	1.2	134.7	13.6	1.8	1.7	0	1	0	1
chr16	870850	YPR163C YPR164W 	TIF3 MMS1 	1	10	196	9	77	32	14	3	43	99	22	74	14	76	53	62	8	28	512	407	547	0.5	0.6	1.3	1.6	0.9	1.1	0.9	0.8	0	0	0	0
chr16	877807	YPR168W YPR167C YPR169W 	NUT2 MET16 JIP5 	1	16	166	10	49	23	3	7	31	71	4	60	88	29	17	45	4	13	160	163	193	0.9	1	1.3	0.4	13.6	0.5	0.9	3.6	0	1	0	0
chr16	885861	YPR172W 	YPR172W 	1	19	200	13	73	35	15	14	41	98	14	70	92	84	162	62	11	34	749	679	515	0.9	0.9	1.3	1	5	3.5	0.9	1.2	0	1	0	1
chr16	906873	YPR185W 	APG13 	1	16	158	8	55	28	9	10	38	78	10	53	53	59	113	47	16	11	263	490	332	1	0.8	1.5	1	4	3.3	1.2	1.5	0	0	0	1
chr16	927431	YPR194C 	OPT2 	1	66	166	27	60	57	48	12	124	114	39	81	412	68	1068	48	4	18	338	254	392	3.8	2.3	3.3	2.5	27.5	30.2	1.7	1.3	1	1	0	1
chr16	928531	NA	NA	1	39	142	7	51	76	14	13	129	83	38	54	105	30	100	62	5	24	159	203	183	2.6	0.7	4.7	3.6	16	2.2	3.7	1.3	0	1	0	1
chr16	937791	NA	NA	1	46	192	17	76	33	20	9	49	115	13	68	27	58	45	66	8	22	652	733	650	2.3	1.1	1.3	1	2.1	0.9	2	1.3	0	0	0	0
chr16	939574	YPR199C YPR200C YPR201W 	ARR1 ARR2 ARR3 	1	25	221	9	80	27	4	8	58	116	12	79	379	59	514	62	6	32	445	349	450	1.1	0.6	1.5	0.8	29.2	11.1	1.9	2	0	1	0	1
chr16	945948	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrMito	16404	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrMito	20429	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
